_key,league,date,reason
2024|LCK|LOLTMNT03_118187,LCK,2024-07-11 11:23:29,eligible
2024|LCK|LOLTMNT03_118687,LCK,2024-07-12 08:07:34,eligible
2024|LCK|LOLTMNT03_118716,LCK,2024-07-12 09:06:11,eligible
2024|LCK|LOLTMNT03_118804,LCK,2024-07-12 10:40:59,eligible
2024|LCK|LOLTMNT03_118842,LCK,2024-07-12 11:45:32,eligible
2024|LCK|LOLTMNT03_118880,LCK,2024-07-12 12:40:53,eligible
2024|LCK|LOLTMNT03_122217,LCK,2024-07-13 06:08:03,eligible
2024|LCK|LOLTMNT03_121254,LCK,2024-07-13 07:00:39,eligible
2024|LCK|LOLTMNT03_122290,LCK,2024-07-13 08:46:05,eligible
2024|LCK|LOLTMNT03_122329,LCK,2024-07-13 09:48:51,eligible
2024|LCK|LOLTMNT03_122799,LCK,2024-07-14 06:06:35,eligible
2024|LCK|LOLTMNT03_122818,LCK,2024-07-14 06:55:31,eligible
2024|LCK|LOLTMNT03_122848,LCK,2024-07-14 08:42:28,eligible
2024|LCK|LOLTMNT03_121896,LCK,2024-07-14 09:30:24,eligible
2024|LCK|LOLTMNT03_126299,LCK,2024-07-17 08:07:34,eligible
2024|LCK|LOLTMNT03_126306,LCK,2024-07-17 08:58:37,eligible
2024|LCK|LOLTMNT03_126335,LCK,2024-07-17 10:35:45,eligible
2024|LCK|LOLTMNT03_125372,LCK,2024-07-17 11:22:13,eligible
2024|LCK|LOLTMNT03_127225,LCK,2024-07-18 08:06:11,eligible
2024|LCK|LOLTMNT03_128221,LCK,2024-07-18 08:56:50,eligible
2024|LCK|LOLTMNT03_127246,LCK,2024-07-18 09:43:28,eligible
2024|LCK|LOLTMNT03_128313,LCK,2024-07-18 11:23:18,eligible
2024|LCK|LOLTMNT03_127338,LCK,2024-07-18 12:13:58,eligible
2024|LCK|LOLTMNT03_127679,LCK,2024-07-19 08:06:42,eligible
2024|LCK|LOLTMNT03_127699,LCK,2024-07-19 09:00:13,eligible
2024|LCK|LOLTMNT03_128764,LCK,2024-07-19 10:37:01,eligible
2024|LCK|LOLTMNT03_128790,LCK,2024-07-19 11:35:26,eligible
